time_bucket_2_accel,x (m/s^2),y (m/s^2),z (m/s^2),B (Raw)
6087,1.51,-0.11,-13.14,507
6088,0.76,1.65,-11.05,507
6089,0.84,-0.45,-11.86,507
6090,0.69,-0.07,-10.97,507
6091,-0.77,2.97,-12.09,507
6092,-1.4,2.41,-13.22,507
6093,0.13,-1.28,-8.69,507
6094,1.7,-0.71,-12.13,507
6095,2.45,2.93,-11.9,507
6096,2,1.84,-12.52,507
6097,-0.09,-0.52,-13.6,507
6098,-1.22,-0.07,-10.78,507
6099,-1.89,-0.22,-10.93,507
6100,2.63,2.59,-11.17,507
6101,2.37,-1.05,-10.24,507
6102,0.43,-1.09,-11.71,507
6103,-0.32,0.26,-10.59,507
6104,0.58,0.79,-12.17,507
6105,1.77,0.45,-12.83,507
6106,1.66,-0.49,-9.62,507
6107,1.92,-0.52,-8.15,507
6108,2.48,4.36,-16.43,507
6109,0.13,1.88,-12.6,507
6110,-0.99,-0.56,-10.12,507
6111,-0.32,-0.41,-9.31,507
6112,0.39,0.19,-11.75,507
6113,2.11,1.77,-13.45,507
6114,2.15,0.98,-10.86,507
6116,2.48,0.49,-15.89,507
6117,-0.32,0.94,-10.66,507
6118,0.2,0.56,-9.81,507
6119,3.87,0.11,-10.66,507
6120,1.21,2.14,-14.15,507
6121,0.02,1.77,-14.3,507
6122,0.88,0.04,-12.33,507
6123,0.69,-1.43,-8.65,507
6124,-0.58,-1.61,-12.91,507
6125,-0.21,1.84,-13.49,507
6126,2.71,0.94,-11.94,507
6127,3.12,1.84,-13.1,507
6128,0.8,0,-8.26,507
6129,0.54,-0.19,-11.75,507
6130,0.88,-0.56,-11.28,507
6131,-0.17,-1.31,-8.22,507
6132,-0.24,0.49,-8.92,507
6133,-0.17,0.04,-11.36,507
6134,0.65,-0.04,-13.06,507
6135,4.28,0.3,-12.79,507
6136,3.38,0.83,-14.11,507
6137,-0.36,-0.19,-13.45,507
6138,-1.63,-1.58,-9.93,507
6139,1.47,1.2,-11.82,507
6140,1.89,1.02,-12.52,507
6141,1.1,-0.67,-9.62,507
6142,2.6,-0.86,-8.22,507
6143,2,1.02,-12.33,507
6144,-0.77,0.68,-14.07,507
6145,-0.06,2.14,-12.6,507
6146,-0.36,1.02,-10.39,507
6147,0.13,-0.45,-10,507
6148,-0.99,-0.3,-10.08,507
6149,-0.95,1.02,-12.06,507
6150,3.31,2.14,-13.87,507
6151,2.74,0.83,-14.57,507
6153,0.17,0.64,-11.78,507
6154,2.63,0,-12.6,507
6155,0.65,-0.52,-12.6,507
6156,0.02,-0.07,-10.24,507
6157,-0.02,-0.94,-7.18,507
6158,2.45,-0.34,-10.24,507
6159,-0.09,0.04,-7.88,507
6160,-0.92,-0.41,-9.69,507
6161,1.25,1.17,-11.78,507
6162,3.64,2.33,-11.86,507
6163,4.28,-0.04,-13.37,507
6164,5.02,-0.41,-11.09,507
6165,3.87,1.47,-10.47,507
6166,2.26,1.35,-10.97,507
6167,1.96,0.94,-9.73,507
6168,2.67,-0.98,-10.93,507
6169,0.17,-1.84,-10.55,507
6170,-0.95,0.19,-11.63,507
6171,-0.09,1.47,-12.87,507
6172,1.33,0.15,-10.7,507
6173,0.17,-0.45,-10.66,507
6174,-0.54,-0.75,-6.17,507
6175,3.75,0.9,-9.85,507
6176,3.9,0.15,-10.43,507
6177,-1.81,-0.26,-9.93,507
6178,-3.08,-0.26,-10.59,507
6179,-3.83,-0.75,-9.58,507
6180,0.35,-0.52,-11.05,507
6181,2.41,0.6,-12.09,507
6182,3.72,0.83,-12.6,507
6183,1.55,-0.37,-12.09,507
6184,3.34,1.05,-12.25,507
6185,2.15,0.04,-11.05,507
6186,-0.77,-2.37,-10.97,507
6187,2.78,1.09,-13.87,507
6189,2.33,3.76,-13.49,507
6190,0.84,0.04,-13.68,507
6191,0.58,-3.45,-8.19,507
6192,3.68,-0.04,-12.56,507
6193,0.84,4.25,-15.07,507
6194,-1.33,-0.86,-11.09,507
6195,-0.02,-2.21,-13.22,507
6196,-0.28,1.17,-12.98,507
6197,-1.7,1.99,-12.06,507
6198,-3.31,-1.31,-10.28,507
6199,2.03,-1.39,-12.02,507
6200,2.33,1.2,-13.53,507
6201,1.89,1.77,-12.75,507
6202,-0.69,-1.58,-9.89,507
6203,-1.44,-1.2,-11.36,507
6204,0.91,1.32,-12.33,507
6205,2.89,1.84,-15.93,507
6206,3.38,-2.03,-11.71,507
6207,1.7,0.87,-13.06,507
6208,1.89,1.95,-12.6,507
6209,2.03,0.49,-12.98,507
6210,0.09,-0.67,-10.31,507
6211,-0.13,0.15,-11.24,507
6212,2.71,1.77,-13.29,507
6213,2.89,0.53,-12.37,507
6214,0.17,-0.3,-12.6,507
6215,-1.37,-0.52,-10.08,507
6216,-3.08,-0.67,-12.13,507
6217,0.17,0.04,-10.51,507
6218,2.97,1.02,-12.87,507
6219,-0.84,0.19,-12.71,507
6220,-0.39,-0.3,-11.98,507
6221,1.51,0.79,-11.13,507
6222,4.73,1.47,-10.93,507
6223,-2.45,-0.04,-10.97,507
6224,-2.82,-0.41,-12.29,507
6226,-0.39,1.17,-12.6,507
6227,2.52,0.15,-10.51,507
6228,4.87,1.35,-14.65,507
6229,3.34,0.83,-14.96,507
6230,2.11,-0.22,-13.49,507
6231,1.74,-0.82,-11.67,507
6232,-1.1,1.05,-9.58,507
6233,0.76,2.22,-12.13,507
6234,1.59,-0.3,-10.93,507
6235,-1.81,-1.76,-9.19,507
6236,-0.28,-0.07,-10.47,507
6237,0.2,1.54,-12.83,507
6238,1.77,0.94,-12.17,507
6239,3.27,0.56,-12.64,507
6240,1.33,0.6,-11.48,507
6241,-1.93,-0.94,-7.14,507
6242,-0.92,0.26,-10.12,507
6243,0.13,0.11,-10.39,507
6244,-1.59,0.08,-10.39,507
6245,2.97,0.9,-13.45,507
6246,4.91,0.75,-13.29,507
6247,3.64,0.41,-9.15,507
6248,1.66,0,-9.81,507
6249,0.43,0.56,-11.2,507
6250,0.13,0.56,-10.16,507
6251,1.29,0.41,-12.25,507
6252,4.16,0.56,-13.33,507
6253,3.9,0.9,-15.35,507
6254,2.07,1.62,-13.41,507
6255,2.6,1.2,-12.25,507
6256,-0.8,-0.98,-10.55,507
6257,0.13,-0.26,-9.77,507
6258,4.8,2.59,-11.75,507
6259,3.12,0.72,-10.59,507
6260,-0.58,0.04,-10.66,507
6261,-0.36,1.2,-10.74,507
6263,-0.99,1.13,-10.93,507
6264,0.99,0.26,-10.47,507
6265,-0.09,-0.15,-10.66,507
6266,0.76,1.65,-12.09,507
6267,2.63,0.72,-11.94,507
6268,0.24,-1.91,-8.57,507
6269,0.24,0.79,-9.54,507
6270,1.89,1.8,-11.17,507
6271,2.56,2.29,-11.44,507
6272,1.1,-1.35,-12.56,507
6273,1.51,-1.46,-11.28,507
6274,-0.69,3.72,-12.37,507
6275,-0.17,-0.26,-11.4,507
6276,1.51,-3.91,-11.2,507
6277,2.03,2.71,-13.53,507
6278,-1.1,3.16,-10.93,507
6279,3.27,1.43,-12.09,507
6280,4.31,-0.6,-12.83,507
6281,0.58,1.8,-13.33,507
6282,-1.63,0.87,-9.58,507
6283,-0.09,0.26,-9.66,507
6284,0.2,0.83,-10.55,507
6285,-0.73,0.04,-11.51,507
6286,0.76,0.6,-12.13,507
6287,2.41,-0.15,-10.04,507
6288,1.18,-0.79,-10.31,507
6289,-0.32,0.49,-10.86,507
6290,0.28,1.17,-10.97,507
6291,1.62,0.75,-12.37,507
6292,-1.07,-0.82,-11.67,507
6293,2.45,2.07,-11.67,507
6294,-1.51,1.28,-10.39,507
6295,1.29,1.24,-11.55,507
6296,1.55,-1.43,-12.71,507
6297,0.5,1.88,-13.45,507
6298,-0.84,1.32,-7.76,507
6300,2.15,1.28,-11.55,507
6301,2.03,0.23,-13.84,507
6302,4.13,0.83,-14.53,507
6303,2.56,0.94,-11.17,507
6304,-0.8,-0.52,-8.65,507
6305,-0.73,-0.94,-12.29,507
6306,1.18,0.04,-11.71,507
6307,1.06,1.47,-9.19,507
6308,0.13,1.24,-11.32,507
6309,-0.73,-0.26,-12.48,507
6310,1.96,1.02,-13.02,507
6311,3.94,0.9,-11.09,507
6312,1.44,-0.19,-11.71,507
6313,0.8,-0.11,-8.8,507
6314,1.44,2.26,-11.4,507
6315,1.03,2.33,-12.33,507
6316,1.36,-0.64,-9.77,507
6317,-1.25,-2.89,-9.85,507
6318,-0.09,1.32,-10.62,507
6319,2.26,2.71,-11.28,507
6320,3.72,2.18,-13.8,507
6321,1.81,-2.18,-12.83,507
6322,2.56,0.04,-10.93,507
6323,-2.52,-0.15,-9.42,507
6324,-1.33,0.64,-12.09,507
6325,4.05,-0.71,-12.17,507
6326,2.86,0.04,-11.01,507
6327,-2.19,0.83,-10.62,507
6328,0.09,1.35,-10.47,507
6329,1.89,0.56,-12.67,507
6330,2.56,0.9,-13.45,507
6331,2.89,-0.26,-13.1,507
6332,1.06,-0.45,-9.85,507
6333,0.5,0.79,-10.82,507
6334,1.74,0,-13.26,507
6336,0.91,-3.57,-11.78,507
6337,2.93,1.95,-11.98,507
6338,4.35,4.66,-13.91,507
6339,0.05,-1.61,-8.8,507
6340,-0.17,-2.97,-9.19,507
6341,2.3,0.79,-11.98,507
6342,-1.03,2.74,-12.09,507
6343,-1.18,0.98,-13.18,507
6344,1.89,-0.71,-11.01,507
6345,0.91,-0.41,-11.63,507
6346,0.73,1.39,-10.97,507
6347,2.97,0.79,-12.83,507
6348,2.15,-1.2,-10.59,507
6349,-1.29,-0.49,-11.01,507
6350,-0.21,0.49,-10.24,507
6351,1.55,0.53,-10.39,507
6352,2.67,-0.75,-12.33,507
6353,1.85,0.04,-11.4,507
6354,-0.32,-1.39,-9.27,507
6355,-1.78,-1.54,-11.09,507
6356,-0.58,-0.34,-12.21,507
6357,1.25,-0.26,-11.32,507
6358,0.5,-0.94,-11.67,507
6359,-0.36,-1.01,-13.53,507
6360,0.99,1.32,-11.01,507
6361,0.17,1.02,-11.94,507
6362,-0.88,0.04,-11.13,507
6363,-0.09,-0.56,-10.51,507
6364,1.77,0.11,-12.02,507
6365,2.33,0.53,-11.9,507
6366,0.99,-0.15,-12.25,507
6367,3.27,1.2,-11.44,507
6368,1.21,0.08,-10.47,507
6369,-3.38,-1.28,-9.54,507
6370,0.62,0.41,-11.86,507
6371,5.14,2.29,-15.31,507
6373,3.31,0.56,-13.29,507
6374,0.99,-1.31,-8.42,507
6375,0.73,-0.37,-9.73,507
6376,2.52,0.9,-11.98,507
6377,2.37,0.11,-12.29,507
6378,-2.3,-0.64,-10,507
6379,0.76,-0.41,-11.51,507
6380,1.55,0.53,-11.51,507
6381,0.62,0.94,-12.09,507
6382,1.4,-0.07,-10.78,507
6383,1.89,1.09,-12.87,507
6384,1.25,0.45,-11.05,507
6385,-1.03,0.11,-9.93,507
6386,1.1,0.15,-8.15,507
6387,4.43,0.83,-12.64,507
6388,0.13,-0.64,-8.69,507
6389,-2.04,0.98,-11.59,507
6390,2.48,-0.34,-9.89,507
6391,2.86,-1.35,-8.88,507
6392,-4.13,-1.39,-8.8,507
6393,1.21,1.05,-10.66,507
6394,3.01,2.11,-12.48,507
6395,-1.25,-2.21,-9.46,507
6396,-0.69,-1.8,-9.97,507
6397,1.36,1.05,-12.02,507
6398,1.21,1.84,-10.66,507
6399,1.74,1.17,-12.64,507
6400,1.85,0.34,-12.56,507
6401,-1.59,-3.04,-10.47,507
6402,-0.66,-0.26,-9.77,507
6403,1.92,2.93,-11.24,507
6404,3.31,1.58,-10.97,507
6405,2,-0.94,-12.48,507
6406,2.48,-0.41,-10.78,507
6407,3.16,1.99,-13.1,507
6409,0.24,-0.3,-11.01,507
6410,-0.39,-0.26,-9.81,507
6411,1.18,0,-11.13,507
6412,2.03,0.87,-13.87,507
6413,0.24,-0.37,-12.71,507
6414,-0.09,0.6,-10.04,507
6415,1.14,1.02,-11.44,507
6416,-1.7,0.6,-9.62,507
6417,-1.07,0.11,-12.21,507
6418,2.33,0.15,-12.56,507
6419,3.16,0.11,-10.28,507
6420,3.23,0.15,-12.21,507
6421,1.74,0.08,-11.71,507
6422,1.44,0.15,-10.31,507
6423,1.14,0.08,-10.93,507
6424,2.48,0.9,-12.6,507
6425,2.89,0.6,-12.56,507
6426,2.45,0.45,-13.84,507
6427,1.74,0.98,-10.93,507
6428,3.83,-0.11,-12.02,507
6429,-1.55,-0.22,-10.08,507
6430,0.65,1.54,-13.18,507
6431,4.05,1.47,-11.05,507
6432,-3.57,-0.71,-10.43,507
6433,0.28,0.87,-10.12,507
6434,2.6,-0.64,-11.32,507
6435,1.55,-0.52,-12.06,507
6436,2.63,0.38,-11.48,507
6437,0.5,2.41,-10.93,507
6438,0.13,-0.75,-11.05,507
6439,0.88,0.08,-9.77,507
6440,0.43,0.83,-13.41,507
6441,1.18,-0.71,-8.57,507
6442,-0.02,-0.37,-10.66,507
6443,-0.47,0.94,-10.43,507
6444,0.88,1.09,-10.89,507
6446,2.07,0.04,-11.9,507
6447,1.36,-0.26,-12.4,507
6448,-0.32,-0.15,-9.93,507
6449,0.84,0.08,-11.4,507
6450,2.33,0.72,-10.28,507
6451,0.88,1.17,-11.75,507
6452,1.74,-0.37,-11.94,507
6453,2.82,0,-12.29,507
6454,0.28,0.56,-8.88,507
6455,-1.18,0.68,-10.43,507
6456,1.77,1.62,-11.86,507
6457,1.06,-0.56,-10.97,507
6458,-0.8,-0.26,-8.46,507
6459,2.56,1.54,-10.86,507
6460,0.43,-0.82,-11.4,507
6461,1.1,0.11,-10.86,507
6462,3.83,2.44,-12.33,507
6463,3.04,-0.26,-13.18,507
6464,2.48,-1.61,-10.82,507
6465,1.96,0.56,-10.97,507
6466,0.69,2.41,-12.29,507
6467,1.7,0.3,-11.98,507
6468,0.8,-1.65,-9.69,507
6469,-1.4,-0.64,-10.28,507
6470,0.88,0.9,-10.7,507
6471,2.18,0.75,-10.39,507
6472,0.95,-0.3,-10.86,507
6473,-0.43,-0.79,-11.2,507
6474,-0.13,0.08,-11.05,507
6475,-0.39,0.34,-11.71,507
6476,0.2,-1.88,-8.8,507
6477,2.63,0.08,-11.28,507
6478,1.51,0.64,-13.72,507
6479,0.2,0.11,-9.62,507
6480,0.76,-0.71,-9.85,507
6481,-0.09,-1.2,-12.44,507
6483,0.09,1.05,-11.28,507
6484,1.77,2.48,-9.23,507
6485,0.39,2.63,-11.2,507
6486,0.2,-2.06,-11.4,507
6487,0.91,-5.52,-9.42,507
6488,1.66,-0.3,-12.02,507
6489,0.99,3.31,-10.89,507
6490,0.24,1.77,-9.46,507
6491,-0.09,-1.46,-8.92,507
6492,4.05,-1.54,-9.89,507
6493,2.45,1.2,-11.63,507
6494,1.47,2.37,-12.52,507
6495,3.08,0.83,-11.9,506
6496,0.17,-1.28,-10.12,507
6497,-2.22,-1.13,-10.35,507
6498,1.4,0.94,-11.17,507
6499,2.78,0.68,-12.52,507
6500,-0.77,0.08,-10.43,507
6501,0.8,1.05,-9.81,507
6502,2.33,0.19,-10.12,507
6503,-1.55,-2.33,-8.84,507
6504,-0.8,-3.3,-9.42,507
6505,3.72,0.9,-11.44,507
6506,1.81,4.36,-11.9,507
6507,0.17,3.34,-11.4,507
6508,0.84,-0.34,-11.86,507
6509,0.17,-1.2,-11.01,507
6510,3.98,-0.67,-11.94,507
6511,3.49,1.47,-12.21,507
6512,0.73,1.02,-11.9,507
6513,0.09,-0.11,-9.46,507
6514,0.09,0.08,-9.93,507
6515,2.71,0.94,-13.45,506
6516,2.37,0.45,-12.33,507
6517,-0.77,-0.6,-10.93,507
6519,-0.21,-0.52,-10.86,507
6520,1.77,-0.45,-9.35,507
6521,1.77,0.68,-10.97,507
6522,0.13,0.45,-11.36,507
6523,-0.17,1.05,-11.78,507
6524,1.1,-0.86,-10.28,507
6525,1.7,-0.26,-11.75,507
6526,2.15,1.13,-11.36,507
6527,1.7,3.08,-11.48,507
6528,1.1,1.95,-11.28,507
6529,0.32,-1.5,-11.28,507
6530,2.3,-2.03,-10.66,507
6531,0.88,0.34,-10.78,507
6532,0.17,2.44,-12.64,507
6533,-0.99,1.54,-10.59,507
6534,0.8,0.04,-10.43,507
6535,-0.09,-2.29,-9.97,507
6536,0.91,-0.82,-11.01,507
6537,3.83,1.09,-11.78,507
6538,1.77,0.94,-11.94,507
6539,-1.7,-0.34,-9.15,507
6540,2.56,-0.6,-10.93,507
6541,2.3,-0.52,-11.98,507
6542,0.88,0.26,-9.5,507
6543,1.03,0.08,-9,507
6544,1.29,0.08,-10.62,507
6545,-0.32,-1.2,-9.5,507
6546,-0.32,-0.41,-11.09,507
6547,-0.47,0.08,-9.66,507
6548,1.85,0.08,-10.78,507
6549,2,0.53,-11.28,507
6550,-0.17,-0.11,-12.06,507
6551,-1.22,0,-10.93,507
6552,1.29,-0.11,-10.12,507
6553,1.44,-0.22,-11.75,507
6554,0.09,-0.11,-9.93,507
6556,-0.36,-1.24,-9.39,507
6557,0.02,-0.67,-9.11,507
6558,2.97,1.28,-11.82,507
6559,1.44,1.58,-11.67,507
6560,0.28,0.23,-12.37,507
6561,0.2,-2.29,-9,507
6562,0.73,-1.95,-9.66,507
6563,2.86,1.05,-11.09,507
6564,2.41,2.63,-12.56,507
6565,1.21,-1.54,-9.93,506
6566,1.59,-0.82,-10.51,507
6567,0.73,0.08,-10.43,507
6568,-0.13,1.02,-12.6,507
6569,0.35,0.9,-9.93,507
6570,1.85,-0.56,-10.7,507
6571,0.95,-0.07,-10.78,507
6572,-0.43,0,-10,507
6573,2.78,1.62,-11.44,507
6574,3.57,0.15,-10.59,507
6575,-2.34,-0.94,-7.72,507
6576,0.8,-0.64,-10.16,506
6577,2.48,0.6,-8.77,506
6578,-0.28,0.08,-8.53,507
6579,1.7,1.73,-11.01,507
6580,1.36,0.45,-10.82,507
6581,0.91,-0.34,-9.23,507
6582,-0.36,0.6,-10.16,507
6583,0.28,1.43,-11.24,507
6584,1.03,1.88,-11.13,507
6585,2.82,0.15,-12.56,506
6586,1.7,-2.48,-10.55,507
6587,1.18,1.32,-8.92,507
6588,-1.4,2.74,-9.42,507
6589,0.62,1.69,-9.93,507
6590,1.85,-1.09,-11.75,507
6591,2,-1.73,-11.71,507
6593,1.77,1.73,-12.48,507
6594,-1.89,1.69,-11.28,507
6595,-0.77,-0.07,-11.4,507
6596,2.41,-1.76,-12.06,507
6597,1.89,-0.94,-10.59,507
6598,-1.22,1.62,-11.28,507
6599,0.24,0.64,-9.69,507
6600,0.65,-0.04,-11.55,507
6601,1.59,0.04,-12.87,507
6602,1.44,0.75,-13.1,507
6603,1.51,-0.52,-12.09,507
6604,1.36,-0.56,-10.86,506
6605,0.62,0.38,-9.54,507
6606,0.69,1.05,-10.89,507
6607,0.62,0.56,-11.51,507
6608,-0.58,-0.22,-10.12,507
6609,-1.89,-0.19,-9.77,506
6610,1.25,-0.49,-11.32,507
6611,2.63,-0.67,-12.4,507
6612,2.48,0.79,-12.29,506
6613,0.65,2.44,-11.75,507
6614,0.24,0.56,-9.89,506
6615,0.2,-0.41,-9.23,507
6616,0.17,0.04,-10.82,507
6617,0.76,1.17,-10.93,507
6618,2.26,0.04,-11.63,507
6619,4.58,0,-12.79,507
6620,4.54,1.02,-12.09,507
6621,2.41,-0.56,-11.13,506
6622,1.33,-0.71,-8.42,507
6623,0.95,1.92,-11.51,507
6624,0.35,-0.15,-12.29,507
6625,0.24,-2.03,-10.43,507
6626,1.62,0.26,-10.89,506
6627,0.09,1.73,-9.81,507
6629,0.32,0.72,-10.39,507
6630,0.09,-1.58,-10.82,506
6631,1.14,-0.11,-10.86,506
6632,1.81,1.62,-11.01,507
6633,-2.64,1.62,-9.31,507
6634,2.6,0.75,-12.37,507
6635,2.93,-0.45,-11.01,507
6636,0.8,-0.19,-9.93,507
6637,1.21,0.19,-9.39,507
6638,0.69,1.39,-10.86,506
6639,0.13,1.43,-10.2,506
6640,-0.39,-0.79,-9.42,507
6641,0.84,-1.58,-9.15,507
6642,2.22,-0.79,-9.66,506
6643,-0.17,0.08,-9.15,506
6644,0.17,1.54,-11.78,506
6645,1.33,1.2,-11.24,507
6646,0.02,-0.49,-10,507
6647,-0.28,-0.19,-11.05,507
6648,0.28,0.68,-11.13,507
6649,1.1,0.26,-12.13,507
6650,0.39,0.6,-11.13,507
6651,1.47,0.56,-12.13,506
6652,-0.39,0.08,-11.2,507
6653,0.17,0.04,-11.86,507
6654,2.03,0.26,-11.01,507
6655,1.18,0.08,-10.39,507
6656,0.76,0.9,-10.7,506
6657,1.62,1.95,-9.93,507
6658,0.39,2.03,-10.7,507
6659,-1.18,-0.98,-10,507
6660,0.2,-0.52,-10.62,506
6661,1.36,2.44,-12.17,506
6662,0.8,1.35,-8.65,506
6663,1.25,0.64,-10.31,507
6664,0.5,-1.61,-10.78,506
6666,-0.73,-1.24,-10.2,507
6667,-1.37,0.56,-11.36,507
6668,-1.18,0.98,-10.78,507
6669,0.28,0.04,-10.82,507
6670,2.56,-0.45,-12.33,506
6671,-0.09,-1.84,-10.97,506
6672,-0.95,-1.5,-9.15,507
6673,0.73,0.04,-8.07,506
6674,2.03,1.35,-10.12,507
6675,0.8,0.15,-9.93,507
6676,1.06,0.04,-10.74,506
6677,0.76,-0.49,-12.09,507
6678,-0.24,-0.98,-12.13,507
6679,0.91,0.04,-10.97,507
6680,0.8,0.08,-10.97,507
6681,0.2,-0.75,-10.39,507
6682,1.51,0.34,-11.4,507
6683,3.64,0.08,-11.94,506
6684,2.67,-0.49,-10.47,507
6685,-1.22,0.68,-10.28,506
6686,0.13,1.62,-11.28,506
6687,1.21,-1.61,-12.25,506
6688,1.21,-1.54,-10.89,506
6689,1.7,0.53,-11.82,507
6690,3.23,2.52,-13.29,507
6691,1.66,0.08,-11.51,506
6692,1.47,-0.56,-8.19,507
6693,1.7,-0.26,-10.93,506
6694,-0.84,-0.71,-11.24,507
6695,0.02,0.04,-11.13,506
6696,2.63,1.05,-11.55,506
6697,-0.28,1.35,-11.17,507
6698,1.18,-0.94,-11.55,506
6699,2.15,-0.49,-8.8,506
6700,0.99,1.39,-12.95,507
6702,0.32,1.99,-11.71,506
6703,1.06,1.32,-11.05,507
6704,0.84,-0.75,-8.5,507
6705,0.65,-0.45,-9.15,506
6706,-0.02,0.11,-10.35,507
6707,-0.13,1.09,-11.13,507
6708,0.17,1.39,-12.09,507
6709,1.55,-0.34,-11.4,507
6710,1.81,-1.05,-11.2,507
6711,0.24,-0.22,-10.59,507
6712,1.81,0.64,-10,506
6713,0.05,1.28,-8.8,506
6714,0.02,-1.46,-9.66,506
6715,0.09,-1.99,-8.5,506
6716,2.11,-1.24,-11.4,507
6717,4.02,1.24,-13.1,507
6718,2.97,1.5,-12.75,506
6719,-1.59,-0.37,-11.01,506
6720,0.09,-0.3,-10.43,506
6721,2.63,0.3,-12.44,506
6722,-0.73,-1.35,-10.78,507
6723,-0.28,-0.49,-11.36,506
6724,0.09,-0.75,-10.82,506
6725,1.21,-0.79,-10.12,506
6726,2.41,0.64,-11.59,506
6727,-0.73,0.72,-11.59,507
6728,-1.66,0.64,-11.01,506
6729,2.41,0.08,-10.31,506
6730,-0.8,-1.28,-9.35,506
6731,-2.22,-1.01,-9.54,506
6732,1.21,0.87,-10.66,506
6733,2.6,2.14,-11.4,506
6734,1.81,1.47,-11.55,506
6735,-1.22,-2.29,-9.04,506
6736,0.24,-1.2,-9.66,507
6738,2,1.62,-11.44,506
6739,0.13,1.8,-10.97,506
6740,-1.22,-1.76,-9.85,506
6741,-0.09,-1.99,-9.19,506
6742,2.37,0,-12.13,506
6743,1.89,1.5,-11.59,506
6744,1.7,1.62,-10.31,506
6745,0.91,-0.34,-10.08,507
6746,-0.51,-1.16,-10.51,506
6747,-1.74,0.75,-12.09,507
6748,0.88,1.77,-12.56,506
6749,2.37,0.87,-11.24,506
6750,0.76,-0.82,-9.04,506
6751,1.21,-0.34,-9.58,506
6752,1.29,1.17,-12.13,506
6753,1.03,0.64,-12.52,506
6754,0.13,-0.37,-11.09,507
6755,-0.28,-0.71,-8.38,506
6756,1.81,-0.67,-11.44,506
6757,1.51,0.45,-10.59,506
6758,0.13,-0.04,-11.13,506
6759,0.5,1.54,-11.78,506
6760,0.47,2.37,-10.97,506
6761,1.62,1.24,-11.82,506
6762,1.62,-1.91,-12.44,506
6763,1.06,0.04,-11.51,506
6764,-0.84,0.98,-8.88,507
6765,0.91,0.98,-9.85,507
6766,0.02,0.11,-9.19,506
6767,3.34,1.13,-11.98,507
6768,0.88,0.15,-11.82,506
6769,2.26,1.73,-12.09,506
6770,2.56,0.34,-10.93,506
6771,-0.92,-0.64,-9.46,506
6772,0.54,-0.34,-11.98,506
6774,2.6,0.98,-11.67,506
6775,1.18,-0.34,-10.55,506
6776,1.77,-0.52,-11.67,506
6777,1.4,1.2,-13.02,506
6778,1.21,1.09,-11.78,506
6779,-1.33,-0.75,-9.39,506
6780,-0.39,-1.13,-8.46,506
6781,2.37,-0.45,-10.35,506
6782,2.74,1.13,-11.09,506
6783,1.33,0.75,-12.25,506
6784,0.17,-1.31,-10.04,506
6785,0.09,-0.98,-10.82,506
6786,1.55,-0.19,-11.78,506
6787,1.92,0.79,-12.87,506
6788,0.47,1.32,-12.25,506
6789,-1.4,-0.11,-9.89,506
6790,2,-1.35,-9.77,506
6791,-0.77,-0.3,-10.55,506
6792,-1.66,0.15,-11.09,506
6793,-0.58,0.08,-10.59,506
6794,2.78,0.75,-11.86,506
6795,0.58,-0.15,-9.93,506
6796,-0.06,-0.3,-9.85,506
6797,4.2,0,-12.02,506
6798,1.14,-0.34,-10.04,506
6799,-1.33,0.08,-10.04,506
6800,0.88,0.98,-9.89,506
6801,0.91,0.15,-10.16,506
6802,-0.84,-0.22,-11.01,506
6803,1.03,-0.9,-12.29,506
6804,2.15,-0.98,-10.89,506
6805,1.44,0.68,-11.05,506
6806,0.02,1.02,-9.73,506
6807,2.03,0.68,-11.32,506
6808,2.45,0.45,-11.63,506
6810,0.17,-0.26,-10.66,506
6811,0.13,-0.07,-9.23,506
6812,2.07,-0.34,-11.4,506
6813,2.41,-0.64,-11.75,506
6814,-0.43,-1.13,-9.42,506
6815,0.39,0.49,-10.24,506
6816,1.89,0.04,-10.31,506
6817,1.89,0.08,-11.09,506
6818,2.45,0.98,-11.98,506
6819,2.33,0.64,-12.09,506
6820,1.4,-0.45,-11.05,506
6821,-1.44,-0.86,-8.77,506
6822,2.22,1.02,-9.23,506
6823,3.68,1.8,-11.94,506
6824,-1.59,0.68,-10.93,506
6825,0.17,0.3,-12.37,506
6826,2.6,-0.15,-13.26,506
6827,-0.28,-1.35,-9,506
6828,0.99,-0.07,-10.28,507
6829,2,2.26,-12.25,507
6830,0.17,0.08,-11.05,506
6831,0.32,-1.01,-10.97,506
6832,1.77,1.24,-11.09,506
6833,-1.33,1.65,-9.77,506
6834,0.05,1.2,-9.85,506
6835,-0.28,-1.8,-10.39,506
6836,-0.09,-0.86,-8.96,506
6837,0.69,1.47,-11.05,506
6838,2.6,1.8,-12.52,507
6839,1.51,0.98,-12.21,506
6840,0.65,-0.6,-8.96,506
6841,0.8,-1.69,-8.34,507
6842,-0.84,-0.56,-10.16,506
6843,4.46,2.63,-13.45,506
6844,-1.85,1.43,-9.35,507
6845,-1.07,0.08,-8.07,506
6847,4.61,-0.52,-11.78,506
6848,-0.92,-1.39,-10.43,506
6849,2.33,-0.07,-10.93,507
6850,1.51,0,-10.93,506
6851,0.17,1.69,-13.33,506
6852,1.44,0.98,-12.29,506
6853,0.76,-0.3,-10.97,506
6854,0.13,-0.82,-9.89,506
6855,1.03,0.15,-10.93,506
6856,1.14,0.98,-9.85,506
6857,0.39,0.15,-8.65,506
6858,-0.54,-0.67,-11.36,506
