time_bucket_2_accel,x (m/s^2),y (m/s^2),z (m/s^2),B (Raw)
893,3.64,3.31,-9.04,479
894,-3.05,3.46,-8.57,479
895,2.6,2.48,-9.39,477
896,1.03,2.29,-9.27,477
897,1.36,2.44,-9.04,476
898,2.11,2.14,-9.11,475
899,3.98,1.69,-8.65,481
900,-1.25,1.95,-9.23,478
901,-1.29,2.29,-9.31,477
902,0.39,2.37,-9.46,474
903,-0.32,2.26,-9.46,475
904,0.13,2.63,-9.58,476
905,-6.37,1.35,6.06,477
906,-1.18,-1.16,10.16,476
907,-1.1,-1.91,9.46,476
908,-1.59,-1.35,10.24,474
909,-0.99,-1.8,10.35,480
910,-0.43,-2.06,9.27,483
911,-0.95,-1.54,9.77,483
912,-1.03,-1.5,9.19,482
913,-0.77,-1.43,9.85,481
914,-0.62,-1.5,9.96,482
915,-0.8,-1.43,9.77,483
916,-0.62,-1.73,9.96,483
917,-0.73,-1.39,10.24,483
918,-0.92,-1.28,9.73,483
919,-0.69,-1.61,9.62,483
920,-0.62,-1.54,9.46,483
921,-0.73,-1.58,9.77,483
922,-0.66,-1.73,10.04,483
924,1.96,-1.46,11.36,483
925,-0.73,-1.65,10.27,483
926,-0.77,-1.61,9.85,484
927,-0.69,-1.58,9.85,483
928,-0.66,-1.58,9.77,484
929,-0.66,-1.58,9.85,484
930,-0.73,-1.73,9.73,483
931,-0.88,-1.54,9.96,483
932,-0.8,-1.8,9.23,475
933,-0.77,-1.65,9.35,479
934,-0.69,-1.54,9.77,479
935,-0.69,-1.54,9.77,478
936,-0.69,-1.5,9.85,477
937,-0.24,-1.5,11.47,477
938,-0.69,-1.46,10,476
939,-0.69,-1.46,9.81,480
940,-0.66,-1.46,9.85,481
941,-0.8,-1.58,9.89,480
942,-0.8,-1.58,9.93,479
943,-0.69,-1.58,9.96,479
944,-0.73,-1.69,9.77,477
945,-0.62,-1.46,9.96,472
946,-0.77,-1.69,9.93,476
947,-0.8,-1.28,9.89,476
948,-0.73,-1.24,10,474
949,-0.66,-1.46,10,474
950,-0.77,-1.31,9.73,473
951,-0.51,-0.26,12.36,477
952,-0.73,-1.61,9.58,475
953,-0.58,-1.46,9.96,477
954,-0.69,-1.35,9.93,480
955,-0.51,-1.76,9.85,481
956,-0.62,-1.58,9.81,480
957,-0.62,-1.43,9.89,480
958,-0.69,-1.5,9.81,480
959,-0.54,-1.54,10,479
960,-0.62,-1.5,9.81,479
961,-0.77,-1.54,9.66,480
962,-0.62,-1.61,9.81,479
964,-0.62,-1.46,9.96,479
965,-0.69,-1.5,9.89,480
966,-0.66,-1.54,9.96,480
967,-0.73,-1.5,9.62,480
968,-0.47,-1.5,9.93,480
969,-0.69,-1.5,9.73,480
970,-0.32,-1.76,10.55,480
971,-0.51,-1.24,9.96,480
972,-0.8,-1.69,9.77,480
973,-0.73,-1.73,9.73,480
974,-0.69,-1.76,9.85,479
975,-1.03,-1.8,9.62,479
976,0.02,-2.85,9.96,479
977,-0.99,-1.69,9.93,479
978,-0.62,-1.88,10.39,479
979,-0.54,-1.99,9.42,479
980,-0.73,-1.8,9.69,478
981,-4.24,0.3,9.69,478
982,-0.73,-1.76,9.73,479
983,-0.69,-1.76,9.73,478
984,-0.73,-1.8,9.81,478
985,-0.73,-1.76,9.77,478
986,-0.73,-1.76,9.77,478
987,-0.77,-1.76,9.73,477
988,-0.69,-1.76,9.77,477
989,-0.73,-1.8,9.77,477
990,-0.69,-1.84,9.73,474
991,-0.51,-2.03,9.62,476
992,-0.51,-2.14,9.73,477
993,-2.34,-1.31,8.69,479
994,-1.03,-1.91,10.31,479
995,-0.66,-1.84,9.73,479
996,-0.73,-1.84,9.66,479
997,-0.73,-1.88,9.73,479
998,-0.58,-1.95,9.69,479
999,-0.8,-1.88,9.5,479
1000,-0.77,-1.84,9.69,477
1001,-0.66,-1.99,9.73,483
1002,-0.88,-1.99,9.62,484
1003,-0.8,-1.95,9.73,483
1005,-0.51,-2.33,9.81,485
1006,-0.77,-1.8,10.55,485
1007,-0.77,-1.8,9.77,485
1008,-0.69,-2.06,9.73,485
1009,0.09,0.19,9.38,485
1010,5.81,-0.9,8.26,485
1011,6.52,-0.9,7.41,485
1012,6.52,-1.01,7.45,485
1013,6.33,-1.05,7.57,484
1014,6.37,-0.94,7.68,484
1015,6.29,-1.01,7.64,484
1016,6.33,-1.01,7.68,484
1017,6.48,-0.98,7.49,484
1018,6.37,-0.98,7.64,484
1019,6.33,-1.01,7.57,484
1020,6.33,-1.09,7.6,484
1021,6.37,-1.05,7.6,484
1022,6.41,-0.98,7.68,484
1023,6.33,-1.05,7.57,484
1024,6.71,-0.94,7.37,484
1025,6.82,-0.98,7.18,484
1026,6.74,-0.94,7.29,484
1027,6.93,-0.94,7.26,484
1028,1.18,-1.73,9.85,484
1029,-0.62,-2.14,9.66,484
1030,-0.73,-2.14,8.77,484
1031,-0.54,-2.25,10.47,484
1032,10.07,1.95,-0.72,483
1033,-0.88,2.56,-8.96,483
1034,1.44,2.48,-9.66,483
1035,1.18,-1.31,-9.5,482
1036,1.25,-5.3,-7.57,481
1037,1.21,-4.73,-7.37,480
1038,3.94,-3.27,-8.8,483
1039,6.71,0.64,-13.72,481
1040,3.04,6.05,-9.62,474
1041,1.36,5.79,-7.68,482
1042,7.23,7.78,-2.07,481
1043,2.52,7.03,-2.5,472
1044,6.37,1.54,-6.37,475
1046,4.69,2.52,-9.81,475
1047,3.49,0.04,-10.04,484
1048,1.92,-0.64,-10.12,485
1049,-1.7,3.87,-7.72,485
1050,-2.3,8.3,-6.41,485
1051,0.39,7.4,-5.79,485
1052,1.36,6.95,-6.1,485
1053,1.36,6.28,-7.26,485
1054,0.65,5.26,-8.26,485
1055,0.13,6.76,-7.72,485
1056,0.13,6.35,-7.41,485
1057,0.43,3.91,-8.92,485
1058,1.33,0.79,-9.62,485
1059,0.88,0.38,-9.54,485
1060,1.25,0.94,-9.81,485
1061,0.88,0.56,-9.58,484
1062,1.92,0.56,-9.73,484
1063,-4.13,-1.46,-8.61,484
1064,-0.58,1.69,-9.31,484
1065,1.85,0.15,-9.19,484
1066,0.17,0.38,-9.97,485
1067,-0.36,1.05,-9.62,485
1068,0.05,1.24,-9.66,484
1069,0.35,0.38,-9.58,486
1070,-1.29,1.5,-9.04,486
1071,0.24,0.53,-9.69,486
1072,0.69,0.72,-9.62,486
1073,0.88,1.02,-10,486
1074,0.17,0.11,-10.04,486
1075,0.17,0.11,-9.27,487
1076,0.17,0.45,-9.39,486
1077,0.62,0.9,-9.77,486
1078,0.65,0.9,-9.73,486
1079,0.73,0.9,-9.04,486
1080,0.17,0.49,-9.54,486
1081,0.84,1.05,-9.73,486
1082,0.76,0.98,-9.42,486
1083,-0.84,-1.54,-7.95,485
1084,0.73,-3.12,-10.43,485
1086,0.24,-0.79,-9.23,485
1087,1.18,0.9,-9.89,484
1088,-2.86,-2.78,-7.3,484
1089,2.48,-7.51,-5.44,485
1090,1.36,-6.01,-5.36,484
1091,4.61,-6.08,-5.75,485
1092,2.41,-6.23,-8.57,485
1093,2.6,-5.07,-6.48,485
1094,2.52,-5.97,-7.49,486
1095,2.45,-6.38,-6.91,486
1096,3.16,-4.69,-7.37,485
1097,4.87,-6.38,-8.77,485
1098,-4.95,-3.94,-2.92,485
1099,4.05,-5.07,-7.45,484
1100,5.88,-4.51,-8.3,484
1101,1.06,-4.28,-8.46,485
1102,1.66,-4.84,-8.11,484
1103,3.87,-7.7,-8.07,484
1104,2.03,-6.54,-5.94,484
1105,3.34,-3.87,-8.65,484
1106,3.38,-3.68,-7.8,484
1107,2.45,-4.32,-8.42,483
1108,4.24,-4.21,-8.53,483
1109,2.78,-5.3,-8.03,483
1110,2.67,-4.73,-7.88,483
1111,2.52,-4.88,-8.07,482
1112,1.03,-4.99,-8.11,481
1113,0.76,-5.18,-7.57,481
1114,2.03,-6.27,-8.65,481
1115,3.57,-6.2,-9,482
1116,2.74,-5.52,-8.65,482
1117,13.73,-4.92,-12.67,482
1118,3.12,-4.84,-8.19,481
1119,2.63,-4.88,-7.99,481
1120,0.17,-5.11,-8.42,481
1121,-0.09,-4.66,-8.38,481
1122,-0.02,-4.36,-8.92,481
1123,0.95,-0.41,-9.69,481
1124,-0.17,0.34,-10.89,481
1125,0.17,2.22,-10.31,482
1127,-0.62,1.92,-9.97,481
1128,1.66,1.65,-9.31,481
1129,0.65,-1.31,-8.92,481
1130,-1.85,-0.26,-10.04,482
1131,-1.29,0.53,-8.57,481
1132,0.17,0.11,-9.39,481
1133,1.44,0.98,-10.08,481
1134,0.91,0.49,-9.62,481
1135,0.17,0.23,-9.19,481
1136,0.24,1.02,-9.81,481
1137,0.54,0.56,-9.42,481
1138,1.74,-0.6,-9.42,481
1139,0.5,1.02,-10.31,480
1140,0.5,-1.24,-8.07,481
1141,1.25,0.11,-9.39,480
1142,1.47,1.02,-9.89,480
1143,1.77,1.47,-10.97,481
1144,0.32,-1.09,-8.22,480
1145,0.24,1.5,-9.73,480
1146,1.4,1.58,-10.08,480
1147,0.13,-0.34,-9.23,480
1148,0.76,0.75,-9.77,480
1149,1.51,0.08,-10.12,481
1150,0.24,0.72,-9.62,481
1151,0.54,1.2,-9.46,480
1152,0.8,-0.3,-9.39,480
1153,2.15,0.9,-9.85,480
1154,-0.62,0.75,-8.53,480
1155,-2.11,-0.26,-9.35,480
1156,-1.03,0.04,-9.54,480
1157,0.8,-0.75,-7.8,480
1158,1.18,0.23,-9.85,480
1159,1.14,1.2,-8.69,480
1160,0.35,0.98,-9.93,480
1161,1.4,-0.6,-9,479
1162,2.74,1.69,-11.71,479
1163,0.35,1.58,-10.39,479
1164,0.17,-0.37,-10.2,480
1165,2.97,2.41,-12.6,479
1166,0.73,0.45,-9.62,479
1168,-1.44,4.02,-10.89,479
1169,1.77,1.5,-10.2,480
1170,0.05,0.19,-8.88,479
1171,3.9,2.14,-11.24,479
1172,1.92,0.72,-11.24,478
1173,-0.84,-0.04,-8.65,480
1174,1.14,0.08,-10.97,481
1175,-0.66,-3.38,-8.46,481
1176,0.17,-3.49,-9.08,480
1177,0.39,-3.23,-9,480
1178,0.69,-3.38,-8.88,479
1179,0.73,-3.19,-9.04,481
1180,0.95,-3.42,-9.04,480
1181,1.29,-3.3,-8.88,479
1182,1.21,-3.57,-8.92,478
1183,1.1,-3.57,-8.77,478
1184,-0.17,-0.26,-10.31,479
1185,0.32,-0.82,-9.04,478
1186,0.43,0.34,-9.31,478
1187,0.76,0.08,-9.5,476
1188,1.21,0.87,-10.2,476
1189,0.05,-1.91,-8.11,473
1190,0.09,1.2,-8.8,470
1191,0.5,-0.07,-7.95,476
1192,-0.21,2.78,-9.42,477
1193,0.28,1.69,-10.28,477
1194,-5.4,-0.41,-6.95,478
1195,-0.36,1.54,-9.46,479
1196,1.62,-0.04,-9.31,479
1197,1.36,0.11,-9.66,480
1198,-0.39,-0.37,-5.94,480
1199,-0.28,1.62,-10.04,502
1200,0.28,0.87,-9.85,502
1201,0.02,1.02,-9.77,502
1202,-0.09,1.17,-9.69,502
1204,1.59,1.99,-11.44,502
1205,0.24,1.92,-10.04,503
1206,0.24,0.87,-9.97,503
1207,-0.77,0.56,-9.35,503
1208,-0.24,1.32,-9,503
1209,1.51,1.92,-10.43,503
1210,1.14,0.72,-9.69,503
1211,0.54,0.23,-9.23,503
1212,0.28,0.08,-9.23,503
1213,0.8,0.79,-9.85,503
1214,0.62,0.45,-9.69,503
1215,0.76,0.45,-9.66,503
1216,0.58,0.45,-10.08,503
1217,0.32,0.19,-8.19,503
1218,-1.89,0.08,-9.58,503
1219,-0.17,0.08,-7.18,504
1220,0.09,2.37,-9.81,504
1221,1.25,2.14,-9.23,504
1222,1.44,2.48,-8.92,504
1223,1.21,2.74,-9.23,504
1224,1.33,2.86,-9.15,504
1225,0.91,2.67,-8.77,504
1226,3.72,2.63,-8.92,504
1227,1.89,1.88,-8.84,504
1228,2.26,3.57,-8.65,504
1229,0.17,1.17,-9.15,504
1230,1.92,1.95,-9.69,504
1231,4.09,1.88,-9.54,504
1232,2.07,-0.3,-10.66,504
1233,-3.16,2.33,-7.99,504
1234,0.05,1.05,-9.23,504
1235,5.25,-2.67,-13.22,504
1236,-0.43,0.08,-9.42,504
1237,1.47,-0.56,-9.08,504
1238,-1.4,-0.26,-8.42,504
1239,-1.07,-0.34,-8.5,504
1241,2.48,-1.65,-9.19,504
1242,2.22,1.77,-11.36,504
1243,2.89,0.64,-7.41,504
1244,0.91,0.98,-9.35,504
1245,0.43,1.84,-9.93,504
1246,0.24,0.08,-9.31,504
1247,1.06,0.26,-9.77,504
1248,0.39,-0.71,-8.53,504
1249,1.44,1.28,-10.47,504
1250,0.69,0,-10.08,504
1251,1.7,0.08,-8.73,504
1252,0.84,0.72,-9.62,504
1253,4.02,0.64,-13.95,504
1254,2.18,-0.41,-10.43,504
1255,2.52,1.28,-10.62,504
1256,0.39,-0.94,-9.35,503
1257,3.12,0.56,-10.2,504
1258,1.25,0,-9.85,504
1259,0.35,1.54,-9.85,504
1260,0.91,1.8,-9,503
1261,1.4,2.93,-12.17,503
1262,0.17,2.03,-9.04,503
1263,1.03,1.05,-10,503
1264,0.95,0.6,-9.42,504
1265,-0.06,0.15,-9.08,503
1266,1.74,1.95,-10.78,503
1267,-0.69,1.73,-8.57,504
1268,1.96,1.02,-9.77,503
1269,0.32,1.65,-9.66,503
1270,0.17,0.19,-8.38,503
1271,1.74,-1.5,-11.36,503
1272,2.48,3.34,-11.55,503
1273,-3.94,0.98,-11.51,502
1274,-3.23,-0.52,-9.97,502
1275,-4.69,-1.95,-7.26,502
1276,-5.4,0.34,-2.42,502
1278,-6.19,2.44,-6.56,503
1279,-7.87,1.28,-5.44,504
1280,-9.36,0.26,-3.81,503
1281,-8.05,0.72,-4.39,503
1282,-9.47,3.98,-6.48,504
1283,-8.43,2.56,-4.47,503
1284,-7.61,2.37,-5.32,503
1285,-7.19,3.76,-6.48,506
1286,-7.38,1.99,-5.09,507
1287,-6.07,1.05,-7.76,506
1288,-6.52,1.02,-7.02,506
1289,-6.67,0.04,-7.33,506
1290,-6.52,0.08,-7.26,506
1291,-6.63,0.19,-6.99,506
1292,-6.71,0.26,-7.1,506
1293,-6.56,0.11,-7.18,506
1294,-6.15,0.08,-7.72,506
1295,-6.07,0.49,-7.49,506
1296,-5.85,0.49,-7.72,506
1297,-6.04,0.11,-8.03,506
1298,-5.77,0.08,-7.68,506
1299,-5.36,-0.22,-7.84,506
1300,-6.04,0.08,-7.37,506
1301,-5.14,-9.65,-7.91,506
1302,5.7,-0.11,-12.52,505
1303,1.29,1.47,-11.05,505
1304,-0.58,1.65,-8.22,505
1305,1.51,2.59,-11.24,505
1306,0.2,1.84,-10.89,505
1307,0.54,0.87,-11.75,505
1308,0.84,0.11,-10.12,505
1309,1.14,0.75,-8.5,505
1310,1.06,0.53,-9.5,505
1311,1.66,0.64,-10,505
1312,1.4,0.75,-9.85,505
1313,0.35,0.83,-9.27,505
1315,0.91,0.49,-7.61,505
1316,0.91,0.6,-10.89,505
1317,0.73,0.08,-10.2,505
1318,0.69,0.11,-11.05,505
1319,0.54,0.75,-9.46,505
1320,0.5,0.49,-9.85,505
1321,0.05,0.56,-9.11,505
1322,0.05,0.41,-9.54,505
1323,0.47,0.94,-11.05,505
1324,0.88,0.6,-10.62,505
1325,0.84,-0.04,-9.81,505
1326,1.44,0.19,-11.28,505
1327,0.99,1.69,-10.35,505
1328,0.13,1.92,-10.2,505
1329,0.95,0.9,-10.86,505
1330,1.89,0.34,-9.31,505
1331,0.09,1.32,-9.31,505
1332,0.13,1.5,-9.73,505
1333,1.81,1.84,-9.54,505
1334,1.55,1.05,-9.97,505
1335,1.06,0.45,-11.17,505
1336,1.06,1.02,-9.11,505
1337,1.14,1.65,-10.97,506
1338,1.33,1.54,-11.05,505
1339,0.2,1.32,-10.28,505
1340,0.17,1.35,-9.23,505
1341,0.17,2.14,-9.11,505
1342,0.54,1.69,-9.27,506
1343,2.03,0.6,-10.51,506
1344,1.92,0.94,-10.12,506
1345,1.21,1.35,-9.27,505
1346,1.21,1.17,-9.5,505
1347,1.06,0.34,-9.93,505
1348,1.1,0.19,-10.08,505
1349,0.84,0.38,-9.39,505
1350,0.65,0.79,-10.93,505
1352,1.1,0.94,-9.81,505
1353,1.62,1.02,-10.12,505
1354,1.4,0.26,-9.54,505
1355,0.99,0.68,-8.92,505
1356,1.14,1.02,-11.09,506
1357,1.21,0.75,-10.12,505
1358,1.14,0.34,-10.51,505
1359,0.95,0.75,-10.35,505
1360,0.17,0.56,-9.27,505
1361,1.36,0.83,-8.53,505
1362,0.28,0.45,-9.42,505
1363,0.47,0.15,-9.19,505
1364,0.69,0.26,-11.28,505
1365,1.4,0.41,-11.13,505
1366,1.51,0.87,-9.23,505
1367,0.76,0.87,-9.81,505
1368,0.47,1.09,-10.43,506
1369,0.2,1.17,-9,506
1370,0.43,0.23,-10.86,505
1371,1.62,0,-10.82,505
1372,1.29,0.38,-9.93,505
1373,1.18,0.83,-8.77,506
1374,1.29,0.83,-10.04,505
1375,1.29,0.75,-9.77,506
1376,1.29,0.34,-10.08,505
1377,1.1,0.56,-9.23,505
1378,1.14,0.79,-9.81,505
1379,1.06,0.83,-10.39,505
1380,1.14,0.68,-10.31,505
1381,1.25,0.15,-8.57,505
1382,0.99,0.15,-10.93,505
1383,0.91,0.19,-10.74,506
1384,0.24,0.08,-10.16,506
1385,0.88,0.15,-8.61,505
1386,1.96,1.09,-10.62,505
1388,0.54,1.24,-8.92,505
1389,0.73,1.88,-10.31,505
1390,0.99,1.73,-10.24,505
1391,1.21,0.94,-9.35,505
1392,0.17,0.6,-9.62,505
1393,-0.02,0.6,-9.97,505
1394,0.2,0.08,-10.04,505
1395,1.21,0.11,-9.89,505
1396,1.1,1.32,-10.31,506
1397,0.76,1.58,-8.19,505
1398,0.43,1.62,-10.55,506
1399,0.17,0.08,-10.47,505
1400,1.47,0.15,-10.51,505
1401,1.59,1.8,-10,505
1402,0.65,1.58,-9.58,505
1403,0.8,1.09,-10.7,505
1404,1.29,0.38,-8.73,505
1405,0.28,1.62,-9.85,505
1406,0.13,1.54,-9.85,505
1407,1.33,0.9,-10,506
1408,1.47,1.02,-10.89,505
1409,0.17,0.75,-9.39,506
1410,0.2,1.17,-10.2,505
1411,1.33,1.35,-10.62,505
1412,0.24,1.2,-8.8,506
1413,0.76,0.19,-9.19,505
1414,1.59,2.26,-10.93,505
1415,0.5,1.92,-10.7,505
1416,1.62,0.04,-9.19,506
1417,1.36,-0.41,-10.28,506
1418,0.62,0.53,-10.86,505
1419,0.35,1.99,-11.32,505
1420,1.21,1.32,-9.42,506
1421,0.47,1.05,-9.85,505
1422,0.58,0.94,-11.05,506
1423,0.91,1.73,-9.46,505
1425,0.54,1.5,-10.2,505
1426,0.58,-0.19,-10.08,505
1427,1.74,0.45,-9.89,505
1428,1.44,1.2,-9.35,505
1429,1.14,1.13,-11.13,505
1430,0.39,0.11,-9.89,505
1431,-0.17,0.38,-10.28,506
1432,0.17,0.49,-9.69,506
1433,0.88,0.83,-8.69,505
1434,0.54,1.09,-9.89,505
1435,-0.28,1.02,-9.66,505
1436,1.66,1.05,-10.62,505
1437,1.36,-0.11,-8.34,506
1438,1.06,-0.34,-8.53,505
1439,0.84,0.19,-9.04,506
1440,1.51,1.47,-11.28,505
1441,0.69,0.49,-10.78,506
1442,0.43,-0.15,-10,506
1443,0.17,0.64,-9.62,506
1444,0.13,1.58,-9,506
1445,0.24,1.84,-9.66,506
1446,0.58,1.05,-10,505
1447,0.17,0.98,-9.69,505
1448,0.76,1.05,-9.81,506
1449,1.47,0.9,-10.28,506
1450,0.76,1.2,-9.85,506
1451,0.32,1.32,-9.39,506
1452,0.32,1.47,-9.39,506
1453,0.99,0.83,-9.89,506
1454,1.25,-0.15,-9.85,505
1455,1.59,0.11,-11.17,506
1456,0.8,0.87,-10.97,506
1457,0.28,0.98,-9.19,506
1458,0.17,0.68,-9.62,506
1459,0.17,0.23,-10.74,506
1461,0.69,0.3,-10.12,506
1462,1.51,0.64,-9.31,506
1463,1.18,0.9,-9,505
1464,0.17,0.94,-9.85,506
1465,0.13,0.45,-10,506
1466,1.89,0.08,-10.16,505
1467,1.21,1.24,-10.7,506
1468,0.13,2.11,-9.81,506
1469,1.03,0.98,-10.59,506
1470,1.96,0.08,-10.47,506
1471,0.8,1.05,-9.27,506
1472,0.09,1.28,-9.97,506
1473,0.32,0.19,-9.31,505
1474,0.54,1.05,-9,506
1475,0.02,1.99,-10,506
1476,1.36,1.28,-10.12,506
1477,1.77,0.15,-9.93,505
1478,0.32,0.79,-8.88,506
1479,-0.02,1.43,-8.84,506
1480,1.14,1.09,-10.28,505
1481,1.66,0.72,-9.5,506
1482,0.58,0.94,-9.08,505
1483,0.13,1.05,-9.81,506
1484,0.13,1.05,-9.39,506
1485,0.8,0.11,-10.51,506
1486,1.51,0.11,-9.81,506
1487,1.14,1.32,-9.89,506
1488,0.2,1.8,-9.54,506
1489,0.2,0.49,-9.89,505
1490,0.88,0.19,-9.39,506
1491,0.28,1.39,-9.23,506
1492,0.09,1.8,-10.2,505
1493,0.76,0.08,-9.97,506
1494,0.8,-0.11,-10.35,506
1495,0.91,0.23,-10,506
1496,1.33,0.79,-10.16,506
1498,0.84,0.68,-10.35,506
1499,0.17,0.08,-9.39,506
1500,-0.17,0.72,-9.23,506
1501,-0.09,1.09,-9.39,506
1502,0.35,1.09,-9,505
1503,1.1,0.23,-9.97,506
1504,1.29,0.34,-10.2,506
1505,1.25,1.09,-10.35,505
1506,1.29,0.98,-10,506
1507,1.1,0.04,-9.85,506
1508,0.13,0.26,-9.81,506
1509,-0.13,0.6,-9.19,505
1510,0.17,0.87,-9.15,506
1511,0.17,0.34,-9.35,506
1512,0.65,0.08,-9.08,505
1513,0.99,0.3,-8.88,505
1514,1.25,0.56,-9.5,505
1515,1.4,0.11,-9.77,506
1516,0.69,0.08,-10.97,505
1517,-0.06,0.45,-9.54,505
1518,0.13,1.28,-10.35,505
1519,0.91,1.58,-10.51,505
1520,0.5,0.98,-10.16,505
1521,0.76,0.6,-10.82,506
1522,1.29,0.53,-9.97,506
1523,1.21,0.64,-9.54,505
1524,1.25,1.09,-9.85,505
1525,1.36,1.13,-10.62,505
1526,0.84,0.68,-9.46,506
1527,0.84,0.08,-10.12,505
1528,0.13,0,-9.89,505
1529,0.43,1.09,-10.7,505
1530,0.65,1.13,-10.93,505
1531,0.2,0.72,-9.73,505
1532,0.62,0.34,-10.43,506
1533,1.03,0.38,-9.5,505
1535,0.91,0.75,-10,505
1536,1.1,0.94,-9.73,505
1537,1.1,0.83,-9.11,506
1538,0.43,1.24,-8.92,505
1539,0.35,1.17,-8.61,505
1540,0.88,0.98,-11.01,505
1541,1.33,0.04,-11.44,505
1542,1.59,0.45,-10.86,505
1543,0.28,0.83,-8.8,505
1544,0.99,1.09,-8.46,505
1545,1.47,0.53,-9.73,505
1546,1.33,0.56,-10.43,505
1547,0.2,0.64,-10.66,505
1548,0.09,1.32,-8.92,505
1549,0.17,0.34,-8.11,505
1550,0.24,0.04,-8.73,505
1551,0.24,0.11,-9.77,505
1552,0.24,0.19,-10.08,505
1553,0.5,0.08,-10.39,505
1554,0.76,0.04,-8.92,505
1555,1.25,0.64,-11.36,505
1556,1.25,0.9,-11.01,505
1557,0.88,0.26,-10.35,505
1558,0.17,0.6,-9.66,505
1559,-0.13,0.49,-9,505
1560,0.17,0.45,-8.77,505
1561,0.99,0.19,-9.46,505
1562,0.8,0.11,-9.89,505
1563,0.17,0.08,-10.35,505
1564,0.05,0.19,-9.81,505
1565,0.17,0.64,-10.16,505
1566,0.28,0.87,-10.28,505
1567,0.17,0.87,-8.69,505
1568,0.13,1.09,-9.5,505
1569,0.13,0.98,-11.13,505
1570,0.24,0.41,-10.55,505
1572,1.1,0.53,-10,505
1573,1.18,0.56,-7.91,505
1574,1.1,0.08,-11.09,505
1575,1.36,0.15,-10.93,505
1576,1.29,0.08,-10.39,505
1577,0.24,0.08,-8.73,505
1578,0.17,1.13,-8.57,505
1579,0.84,1.88,-9.62,505
1580,1.1,1.24,-10.08,505
1581,1.47,0.6,-9.5,505
1582,0.65,-0.11,-7.8,505
1583,0.91,0.08,-10.47,505
1584,0.17,1.39,-10.7,505
1585,0.13,0.45,-9.89,505
1586,0.2,0.08,-9.93,505
1587,0.09,0.75,-10,505
1588,0.35,1.09,-10.24,505
1589,1.14,0.41,-10.28,505
1590,0.95,0.08,-9.23,505
1591,0.62,0.04,-9.81,505
1592,0.95,0.79,-10.93,505
1593,0.2,0.38,-9.69,505
1594,0.17,0.26,-9.46,505
1595,0.13,0.72,-9.93,505
1596,0.17,0.68,-10.43,505
1597,0.73,0.64,-9.42,505
1598,0.69,0.11,-10.93,505
1599,0.24,0.26,-10.39,505
1600,0.05,0.19,-9.85,505
1601,0.2,0.79,-8.61,505
1602,0.65,0.9,-9.5,505
1603,0.2,1.09,-9.77,505
1604,0.24,0.94,-9.42,505
1605,0.8,-0.56,-10.43,505
1606,0.8,-0.71,-9.77,505
1607,1.14,0.38,-9.35,505
1609,0.91,0.49,-9.35,505
1610,0.24,0.08,-9.04,505
1611,0.05,0.04,-10.12,505
1612,-0.06,0.64,-10.66,505
1613,0.17,0.23,-11.17,505
1614,0.69,0.08,-9.08,505
1615,0.73,0.87,-9.93,505
1616,0.35,1.47,-10.43,505
1617,0.84,0.3,-10.82,505
1618,0.8,-0.45,-10.55,505
1619,0.17,0.19,-10.35,505
1620,0.13,1.2,-9.27,505
1621,0.17,0.87,-10.28,505
1622,0.28,0.11,-9.19,505
1623,0.69,0.04,-10.04,505
1624,0.8,0.08,-9.66,505
1625,0.73,0.08,-10.16,505
1626,0.35,0.72,-10.31,505
1627,0.58,1.2,-11.36,505
1628,0.35,0.45,-9.5,505
1629,0.17,0.64,-8.3,505
1630,0.8,0.53,-9.85,505
1631,1.21,0.04,-10.51,505
1632,1.18,0,-10.59,505
1633,0.62,0.23,-9.15,505
1634,0.32,0.56,-8.65,505
1635,0.09,1.17,-8.92,505
1636,0.13,1.24,-10.62,505
1637,0.17,1.17,-10.86,505
1638,1.06,0.3,-9.27,505
1639,1.18,0.64,-9.39,505
1640,0.95,0.53,-9.85,505
1641,1.03,0.3,-10.97,505
1642,0.88,0.08,-9.58,505
1643,0.69,0.23,-9.46,505
1645,0.13,0.34,-9.81,505
1646,0.13,1.02,-10.86,505
1647,0.17,1.47,-10.93,505
1648,0.43,1.2,-9.97,505
1649,0.62,1.02,-9.77,505
1650,1.36,0.23,-10.97,505
1651,1.62,0.34,-10.39,505
1652,1.36,0.64,-9.27,505
1653,1.29,0.9,-10.59,505
1654,0.91,-0.04,-10.7,505
1655,-0.32,0.11,-9.93,505
1656,-0.06,0.94,-10.24,505
1657,0.13,0.83,-9.5,505
1658,0.43,0.75,-10.31,505
1659,1.18,0.6,-10.74,505
1660,1.1,0.68,-9.31,505
1661,1.21,0.6,-9.11,505
1662,0.35,0.08,-9.31,505
1663,0.17,0.11,-10.43,505
1664,0.17,0.23,-10.47,505
1665,0.62,0.11,-9.42,505
1666,0.91,0.3,-9.15,505
1667,1.29,0.45,-8.65,506
1668,1.18,0.6,-10.16,505
1669,0.8,0.15,-11.09,505
1670,0.17,0.56,-10.74,505
1671,0.2,0.72,-10.93,505
1672,0.28,0.75,-9.85,505
1673,0.76,0.26,-9.35,505
1674,1.1,0.72,-9.15,505
1675,1.66,1.32,-10,505
1676,1.29,1.88,-10.59,505
1677,1.03,1.5,-9.08,505
1678,0.17,1.24,-9.46,505
1679,0.09,1.05,-9.62,505
1680,0.13,0.19,-9.39,505
1682,0.84,0.04,-9.89,505
